"","From","Entry","Gene.Names","Annotation","Organism..ID.","Organism","Function..CC.","Cofactor","Tissue.specificity","Interacts.with","Protein.existence","Allergenic.Properties","Protein.families","Biotechnological.use","Redox.potential","uniprotkb"
"24","P42768","P42768","WAS IMD2","5","9606","Homo sapiens (Human)","FUNCTION: Effector protein for Rho-type GTPases that regulates actin filament reorganization via its interaction with the Arp2/3 complex (PubMed:12235133, PubMed:12769847, PubMed:16275905). Important for efficient actin polymerization (PubMed:8625410, PubMed:12235133, PubMed:16275905). Possible regulator of lymphocyte and platelet function (PubMed:9405671). Mediates actin filament reorganization and the formation of actin pedestals upon infection by pathogenic bacteria (PubMed:18650809). In addition to its role in the cytoplasmic cytoskeleton, also promotes actin polymerization in the nucleus, thereby regulating gene transcription and repair of damaged DNA (PubMed:20574068). Promotes homologous recombination (HR) repair in response to DNA damage by promoting nuclear actin polymerization, leading to drive motility of double-strand breaks (DSBs) (PubMed:29925947). {ECO:0000269|PubMed:12235133, ECO:0000269|PubMed:12769847, ECO:0000269|PubMed:16275905, ECO:0000269|PubMed:18650809, ECO:0000269|PubMed:20574068, ECO:0000269|PubMed:29925947, ECO:0000269|PubMed:8625410, ECO:0000269|PubMed:9405671}.",NA,"TISSUE SPECIFICITY: Expressed predominantly in the thymus. Also found, to a much lesser extent, in the spleen. {ECO:0000269|PubMed:8069912}.","Q9P2A4; Q92624; Q06187; P60953; Q14247; P08631; O43639; Q8WV41; Q9Y5X1; O94875; P11387; P57075-2; P42768; O43516; O43516-4; P0DJ88; P08103","Evidence at protein level",NA,NA,NA,NA,"P42768"
"25","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"26","O60563","O60563","CCNT1","5","9606","Homo sapiens (Human)","FUNCTION: Regulatory subunit of the cyclin-dependent kinase pair (CDK9/cyclin-T1) complex, also called positive transcription elongation factor B (P-TEFb), which facilitates the transition from abortive to productive elongation by phosphorylating the CTD (C-terminal domain) of the large subunit of RNA polymerase II (RNA Pol II) (PubMed:16109376, PubMed:16109377, PubMed:35393539). Required to activate the protein kinase activity of CDK9: acts by mediating formation of liquid-liquid phase separation (LLPS) that enhances binding of P-TEFb to the CTD of RNA Pol II (PubMed:29849146, PubMed:35393539). {ECO:0000269|PubMed:16109376, ECO:0000269|PubMed:16109377, ECO:0000269|PubMed:29849146, ECO:0000269|PubMed:35393539}.; FUNCTION: (Microbial infection) In case of HIV or SIV infections, binds to the transactivation domain of the viral nuclear transcriptional activator, Tat, thereby increasing Tat's affinity for the transactivating response RNA element (TAR RNA). Serves as an essential cofactor for Tat, by promoting RNA Pol II activation, allowing transcription of viral genes. {ECO:0000269|PubMed:10329125, ECO:0000269|PubMed:10329126}.",NA,"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:9491887, ECO:0000269|PubMed:9499409}.","Q9UHB7; O60885-1; P50750; O94992; P04608; P04610","Evidence at protein level",NA,"Cyclin family, Cyclin C subfamily",NA,NA,"O60563"
"27","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"28","O96013","O96013","PAK4 KIAA1142","5","9606","Homo sapiens (Human)","FUNCTION: Serine/threonine protein kinase that plays a role in a variety of different signaling pathways including cytoskeleton regulation, cell migration, growth, proliferation or cell survival. Activation by various effectors including growth factor receptors or active CDC42 and RAC1 results in a conformational change and a subsequent autophosphorylation on several serine and/or threonine residues. Phosphorylates and inactivates the protein phosphatase SSH1, leading to increased inhibitory phosphorylation of the actin binding/depolymerizing factor cofilin. Decreased cofilin activity may lead to stabilization of actin filaments. Phosphorylates LIMK1, a kinase that also inhibits the activity of cofilin. Phosphorylates integrin beta5/ITGB5 and thus regulates cell motility. Phosphorylates ARHGEF2 and activates the downstream target RHOA that plays a role in the regulation of assembly of focal adhesions and actin stress fibers. Stimulates cell survival by phosphorylating the BCL2 antagonist of cell death BAD. Alternatively, inhibits apoptosis by preventing caspase-8 binding to death domain receptors in a kinase independent manner. Plays a role in cell-cycle progression by controlling levels of the cell-cycle regulatory protein CDKN1A and by phosphorylating RAN. {ECO:0000269|PubMed:11278822, ECO:0000269|PubMed:11313478, ECO:0000269|PubMed:14560027, ECO:0000269|PubMed:15660133, ECO:0000269|PubMed:20507994, ECO:0000269|PubMed:20631255, ECO:0000269|PubMed:20805321, ECO:0000269|PubMed:26607847}.",NA,"TISSUE SPECIFICITY: Highest expression in prostate, testis and colon.","P60953; Q96EL1; P54274; O00401; P63104; P05067; P37840","Evidence at protein level",NA,"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",NA,NA,"O96013"
"29","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"30","P00519","P00519","ABL1 ABL JTK7","5","9606","Homo sapiens (Human)","FUNCTION: Non-receptor tyrosine-protein kinase that plays a role in many key processes linked to cell growth and survival such as cytoskeleton remodeling in response to extracellular stimuli, cell motility and adhesion, receptor endocytosis, autophagy, DNA damage response and apoptosis. Coordinates actin remodeling through tyrosine phosphorylation of proteins controlling cytoskeleton dynamics like WASF3 (involved in branch formation); ANXA1 (involved in membrane anchoring); DBN1, DBNL, CTTN, RAPH1 and ENAH (involved in signaling); or MAPT and PXN (microtubule-binding proteins). Phosphorylation of WASF3 is critical for the stimulation of lamellipodia formation and cell migration. Involved in the regulation of cell adhesion and motility through phosphorylation of key regulators of these processes such as BCAR1, CRK, CRKL, DOK1, EFS or NEDD9 (PubMed:22810897). Phosphorylates multiple receptor tyrosine kinases and more particularly promotes endocytosis of EGFR, facilitates the formation of neuromuscular synapses through MUSK, inhibits PDGFRB-mediated chemotaxis and modulates the endocytosis of activated B-cell receptor complexes. Other substrates which are involved in endocytosis regulation are the caveolin (CAV1) and RIN1. Moreover, ABL1 regulates the CBL family of ubiquitin ligases that drive receptor down-regulation and actin remodeling. Phosphorylation of CBL leads to increased EGFR stability. Involved in late-stage autophagy by regulating positively the trafficking and function of lysosomal components. ABL1 targets to mitochondria in response to oxidative stress and thereby mediates mitochondrial dysfunction and cell death. In response to oxidative stress, phosphorylates serine/threonine kinase PRKD2 at 'Tyr-717' (PubMed:28428613). ABL1 is also translocated in the nucleus where it has DNA-binding activity and is involved in DNA-damage response and apoptosis. Many substrates are known mediators of DNA repair: DDB1, DDB2, ERCC3, ERCC6, RAD9A, RAD51, RAD52 or WRN. Activates the proapoptotic pathway when the DNA damage is too severe to be repaired. Phosphorylates TP73, a primary regulator for this type of damage-induced apoptosis. Phosphorylates the caspase CASP9 on 'Tyr-153' and regulates its processing in the apoptotic response to DNA damage. Phosphorylates PSMA7 that leads to an inhibition of proteasomal activity and cell cycle transition blocks. ABL1 acts also as a regulator of multiple pathological signaling cascades during infection. Several known tyrosine-phosphorylated microbial proteins have been identified as ABL1 substrates. This is the case of A36R of Vaccinia virus, Tir (translocated intimin receptor) of pathogenic E.coli and possibly Citrobacter, CagA (cytotoxin-associated gene A) of H.pylori, or AnkA (ankyrin repeat-containing protein A) of A.phagocytophilum. Pathogens can highjack ABL1 kinase signaling to reorganize the host actin cytoskeleton for multiple purposes, like facilitating intracellular movement and host cell exit. Finally, functions as its own regulator through autocatalytic activity as well as through phosphorylation of its inhibitor, ABI1. Regulates T-cell differentiation in a TBX21-dependent manner (By similarity). Positively regulates chemokine-mediated T-cell migration, polarization, and homing to lymph nodes and immune-challenged tissues, potentially via activation of NEDD9/HEF1 and RAP1 (By similarity). Phosphorylates TBX21 on tyrosine residues leading to an enhancement of its transcriptional activator activity (By similarity). {ECO:0000250|UniProtKB:P00520, ECO:0000269|PubMed:10391250, ECO:0000269|PubMed:11971963, ECO:0000269|PubMed:12379650, ECO:0000269|PubMed:12531427, ECO:0000269|PubMed:12672821, ECO:0000269|PubMed:15031292, ECO:0000269|PubMed:15556646, ECO:0000269|PubMed:15657060, ECO:0000269|PubMed:15886098, ECO:0000269|PubMed:16424036, ECO:0000269|PubMed:16678104, ECO:0000269|PubMed:16943190, ECO:0000269|PubMed:17306540, ECO:0000269|PubMed:17623672, ECO:0000269|PubMed:18328268, ECO:0000269|PubMed:18945674, ECO:0000269|PubMed:19891780, ECO:0000269|PubMed:20357770, ECO:0000269|PubMed:20417104, ECO:0000269|PubMed:22810897, ECO:0000269|PubMed:28428613, ECO:0000269|PubMed:9037071, ECO:0000269|PubMed:9144171, ECO:0000269|PubMed:9461559}.","COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P00520};","TISSUE SPECIFICITY: Widely expressed.","Q8IZP0; Q9NYB9; O14672; P10275; Q13315; Q4KMG0; P46108; P46109; P35222; P00533; P04626; Q03468; Q14315; P36888; P05107; P10721; Q38SD2; Q92918; Q7Z434; O43196; P15941; P16333; O43900; Q13905; Q86UR5; Q13671; P31947; Q15464; O75751; P37840; Q9BX66; O60504-2; Q07890; P12931; P51692; Q9Y4G6; P11387; P15498; P61981; P63104; O35158; P37840; P48165; Q15323; P37840","Evidence at protein level",NA,"Protein kinase superfamily, Tyr protein kinase family, ABL subfamily",NA,NA,"P00519"
"31","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"32","Q8IW19","Q8IW19","APLF C2orf13 PALF XIP1","5","9606","Homo sapiens (Human)","FUNCTION: Histone chaperone involved in single-strand and double-strand DNA break repair (PubMed:17353262, PubMed:17396150, PubMed:21211721, PubMed:21211722, PubMed:30104678, PubMed:29905837). Recruited to sites of DNA damage through interaction with branched poly-ADP-ribose chains, a polymeric post-translational modification synthesized transiently at sites of chromosomal damage to accelerate DNA strand break repair reactions (PubMed:17353262, PubMed:17396150, PubMed:21211721, PubMed:30104678). Following recruitment to DNA damage sites, acts as a histone chaperone that mediates histone eviction during DNA repair and promotes recruitment of histone variant MACROH2A1 (PubMed:21211722, PubMed:30104678, PubMed:29905837). Also has a nuclease activity: displays apurinic-apyrimidinic (AP) endonuclease and 3'-5' exonuclease activities in vitro (PubMed:17353262, PubMed:17396150). Also able to introduce nicks at hydroxyuracil and other types of pyrimidine base damage (PubMed:17353262, PubMed:17396150). Together with PARP3, promotes the retention of the LIG4-XRCC4 complex on chromatin and accelerate DNA ligation during non-homologous end-joining (NHEJ) (PubMed:21211721, PubMed:23689425). Also acts as a negative regulator of cell pluripotency by promoting histone exchange (By similarity). Required for the embryo implantation during the epithelial to mesenchymal transition in females (By similarity). {ECO:0000250|UniProtKB:Q9D842, ECO:0000269|PubMed:17353262, ECO:0000269|PubMed:17396150, ECO:0000269|PubMed:21211721, ECO:0000269|PubMed:21211722, ECO:0000269|PubMed:23689425, ECO:0000269|PubMed:29905837, ECO:0000269|PubMed:30104678}.",NA,NA,"Q53SE7; P49917; P09874; P18887; Q13426; P13010","Evidence at protein level",NA,"APLF family",NA,NA,"Q8IW19"
"33","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"34","Q9NRI5","Q9NRI5","DISC1 KIAA0457","5","9606","Homo sapiens (Human)","FUNCTION: Involved in the regulation of multiple aspects of embryonic and adult neurogenesis (PubMed:19502360, PubMed:19303846). Required for neural progenitor proliferation in the ventrical/subventrical zone during embryonic brain development and in the adult dentate gyrus of the hippocampus (By similarity). Participates in the Wnt-mediated neural progenitor proliferation as a positive regulator by modulating GSK3B activity and CTNNB1 abundance (PubMed:19303846). Plays a role as a modulator of the AKT-mTOR signaling pathway controlling the tempo of the process of newborn neurons integration during adult neurogenesis, including neuron positioning, dendritic development and synapse formation (By similarity). Inhibits the activation of AKT-mTOR signaling upon interaction with CCDC88A (By similarity). Regulates the migration of early-born granule cell precursors toward the dentate gyrus during the hippocampal development (PubMed:19502360). Inhibits ATF4 transcription factor activity in neurons by disrupting ATF4 dimerization and DNA-binding (By similarity). Plays a role, together with PCNT, in the microtubule network formation (PubMed:18955030). {ECO:0000250|UniProtKB:Q811T9, ECO:0000269|PubMed:18955030, ECO:0000269|PubMed:19303846, ECO:0000269|PubMed:19502360}.",NA,"TISSUE SPECIFICITY: Ubiquitous. Highly expressed in the dentate gyrus of the hippocampus. Also expressed in the temporal and parahippocampal cortices and cells of the white matter. {ECO:0000269|PubMed:16510495}.","P35609; Q99996; Q8IWZ3-1; P18848; Q9Y2D1; Q6VMQ6; Q6ZP82; Q5SW79; Q96MT8; P10909; P12110; Q9NRI5; Q99615; P14416; Q03001; Q14204; O15372; Q8WXI9; Q4V328; P06396; Q16891; Q15811; Q9Y496; O14782; Q14974; Q9UPN3; P78559; O95819; P43243; Q9NXR1; Q9GZM8; Q12769; Q8TEM1; P43034; O95613; Q5VU43; Q96S59; Q13813; Q01082; Q9H254; Q8NF91; Q9UBB9; Q9UKE5; Q9H2K2; Q8TDR0; O75962; Q9H0D6; P62258; P63104; Q6A065; Q8VD04; Q9Z1B5; Q9CZA6; Q9ERR1; O15372; Q16891-1; Q9UPN3; Q9GZM8; Q99784; Q9NYB9-2; Q96SZ5; Q13155; A2BDD9; Q9BXS5; Q9H6L4; O95816; Q13515; Q96GS4; O95696; Q9NX04; Q53TS8; Q9H7E9; Q9H257-2; Q68D86; Q8IYE1; Q8NCU1; Q2TAC2-2; Q53HC0; Q8TD31-3; Q9UJX2; Q16543; Q8IVW4; Q86XR8-3; Q8IYR0; Q9UI47-2; Q2TBE0; P26196; P38919; Q7Z589-5; Q9NWN3; Q96Q35-2; Q9H0R8; Q8NHY3; O95995; Q96CN9; P55040; Q9P2W3; O95872; Q4V328; P07910; Q8IY31-3; Q96LB3-2; Q9HAQ2; Q9BVG8-5; Q96BZ8; Q8NEH6; Q15014; O43639; Q9GZM8; Q8N987; Q9Y5B8; O43189; Q4G0R1; Q92569; Q16512; Q9BUI4; O75145; Q8WXF1-2; P47897; Q96IZ5; Q6P9E2; O75150; Q96GM5; Q969G3; Q8IY18; Q8NB12; Q9H0A9-2; O75558; Q9UMX1; Q9Y4C2-2; Q8N8B7-2; Q9BUZ4; Q14134; Q6AZZ1; Q9BZW7; Q969E8; Q5W5X9-3; P57075-2; Q8TF42; O75604; Q15973; P36508; A2AST1","Evidence at protein level",NA,NA,NA,NA,"Q9NRI5"
"35","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"36","P03070","P03070",NA,"5","1891767","Simian virus 40 (SV40)","FUNCTION: Isoform large T antigen is a key early protein essential for both driving viral replication and inducing cellular transformation. Plays a role in viral genome replication by driving entry of quiescent cells into the cell cycle and by autoregulating the synthesis of viral early mRNA. Displays highly oncogenic activities by corrupting the host cellular checkpoint mechanisms that guard cell division and the transcription, replication, and repair of DNA. Participates in the modulation of cellular gene expression preceeding viral DNA replication. This step involves binding to host key cell cycle regulators retinoblastoma protein RB1/pRb and TP53. Induces the disassembly of host E2F1 transcription factors from RB1, thus promoting transcriptional activation of E2F1-regulated S-phase genes. Inhibits host TP53 binding to DNA, abrogating the ability of TP53 to stimulate gene expression. Plays the role of a TFIID-associated factor (TAF) in transcription initiation for all three RNA polymerases, by stabilizing the TBP-TFIIA complex on promoters. Initiates viral DNA replication and unwinding via interactions with the viral origin of replication. Binds two adjacent sites in the SV40 origin. The replication fork movement is facilitated by Large T antigen helicase activity. Activates the transcription of viral late mRNA, through host TBP and TFIIA stabilization. Interferes with histone deacetylation mediated by HDAC1, leading to activation of transcription. May inactivate the growth-suppressing properties of the E3 ubiquitin ligase CUL7. {ECO:0000269|PubMed:15611062, ECO:0000269|PubMed:17341466, ECO:0000269|PubMed:18922873, ECO:0000269|PubMed:8647434, ECO:0000269|PubMed:9632777}.; FUNCTION: Isoform 17kT antigen targets host RBL2 for degradation and promotes cell proliferation. Transactivates host cyclin A promoter through its J domain. {ECO:0000269|PubMed:15680424}.",NA,NA,"P03070; O43683; P20248; P00546; P06493; Q92793; Q09472; P35568; P52292; P52293; O00629; P01106; P09884; Q00577; P06400; P27694; P02340; P04637","Evidence at protein level",NA,NA,NA,NA,"P03070"
"37","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"38","P23497","P23497","SP100","5","9606","Homo sapiens (Human)","FUNCTION: Together with PML, this tumor suppressor is a major constituent of the PML bodies, a subnuclear organelle involved in a large number of physiological processes including cell growth, differentiation and apoptosis. Functions as a transcriptional coactivator of ETS1 and ETS2 according to PubMed:11909962. Under certain conditions, it may also act as a corepressor of ETS1 preventing its binding to DNA according to PubMed:15247905. Through the regulation of ETS1 it may play a role in angiogenesis, controlling endothelial cell motility and invasion. Through interaction with the MRN complex it may be involved in the regulation of telomeres lengthening. May also regulate TP53-mediated transcription and through CASP8AP2, regulate FAS-mediated apoptosis. Also plays a role in infection by viruses, including human cytomegalovirus and Epstein-Barr virus, through mechanisms that may involve chromatin and/or transcriptional regulation. {ECO:0000269|PubMed:11909962, ECO:0000269|PubMed:14647468, ECO:0000269|PubMed:15247905, ECO:0000269|PubMed:15592518, ECO:0000269|PubMed:15767676, ECO:0000269|PubMed:16177824, ECO:0000269|PubMed:17245429, ECO:0000269|PubMed:21274506, ECO:0000269|PubMed:21880768}.",NA,"TISSUE SPECIFICITY: Widely expressed. Sp100-B is expressed only in spleen, tonsil, thymus, mature B-cell line and some T-cell line, but not in brain, liver, muscle or non-lymphoid cell lines.","P35609; Q9Y2J4-4; Q9UKL3; Q9Y6K1; Q92630; P14921; Q8TF65; V9HWG0; Q96JM7; Q14498-3; Q14D33; P63165; P55854; Q9Y228; Q96GY0; Q59GP6; PRO_0000449627 [P0DTD1]; P03169; P35609; P83916; Q13185; P45973; Q8TF65; Q9BUI4; Q14D33; P37840; P23497-2; P63165; P61956; Q9Y228","Evidence at protein level",NA,NA,NA,NA,"P23497"
"39","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
